id,name,rarity,description,cost,tags,damage,damageType,attunement,stackable,weightEach,image,shape,container,containerRows,containerCols
quiver_of_ehlonna,Quiver of Ehlonna,uncommon,"Each of the quiver's three compartments connects to an extradimensional space that allows the quiver to hold numerous items while never weighing more than 2 pounds. The shortest compartment can hold up to 60 Arrows, Bolts, or similar objects. The midsize compartment holds up to 18 Javelins or similar objects.",,wondrous_item,,,,,2,,,,,
rapier,Rapier,common,,25gp,weapon|martial_weapon|melee_weapon,1d8,piercing,,,2,,,,,
rations,Rations,common,"Rations consist of travel-ready food, including jerky, dried fruit, hardtack, and nuts. See ""Malnutrition"" for the risks of not eating.",5sp,adventuring_gear,,,,,2,,,,,
red_dragon_scale_mail,Red Dragon Scale Mail,very_rare,"Dragon Scale Mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them. Other times, hunters carefully preserve the hide of a dead dragon.",,medium_armor_(scale_mail),AC 14 + Dex (max 2),,true,,45,,,,,
reliquary,Reliquary,common,"For a Reliquary to be an effective Holy Symbol, it must be held. A Holy Symbol takes a specific form and is bejeweled or painted to channel divine magic. A Cleric or Paladin can use a Holy Symbol as a Spellcasting Focus.",5gp,spellcasting_focus,,,,,2,,,,,
riding_horse,Riding Horse,common,,75gp,mount,"Speed: 60, Carrying Capacity: 480 lb.",,,,,,,,,
riding_saddle,Riding Saddle,common,"A saddle comes with a bit, a bridle, reins, and any other equipment needed to use the saddle.",10gp,tack_and_harness,,,,,25,,,,,
ring_mail,Ring Mail,common,The wearer has Disadvantage on Dexterity (Stealth) checks.,30gp,heavy_armor,AC 14,,,,40,,,,,
ring_of_acid_resistance,Ring of Acid Resistance,rare,You have Resistance to Acid damage while wearing this ring. The ring is set with pearl.,,ring,,,,,,,,,,
ring_of_animal_influence,Ring of Animal Influence,rare,"This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. While wearing the ring, you can expend 1 charge to cast one of the following spells (save DC 13) from it: Animal FriendshipFear (affects Beasts only)Speak with Animals",,ring,,,,,,,,,,
ring_of_cold_resistance,Ring of Cold Resistance,rare,You have Resistance to Cold damage while wearing this ring. The ring is set with tourmaline.,,ring,,,,,,,,,,
ring_of_djinni_summoning,Ring of Djinni Summoning,legendary,"While wearing this ring, you can take a Magic action to summon a particular Djinni from the Elemental Plane of Air. The djinni appears in an unoccupied space you choose within 120 feet of yourself. It remains as long as you maintain Concentration, to a maximum of 1 hour, or until it drops to 0 Hit Points.",,ring,,,true,,,,,,,
ring_of_elemental_command,Ring of Elemental Command,legendary,,,ring,,,true,,,,,,,
ring_of_elemental_command_air,Ring of Elemental Command (Air),legendary,"The Ring of Elemental Command (air) is linked to the Elemental Plane of Air. Every Ring of Elemental Command has the following two properties: Elemental Bane. While wearing the ring, you have Advantage on attack rolls against Elementals and they have Disadvantage on attack rolls against you.",,ring,,,true,,,,,,,
ring_of_elemental_command_earth,Ring of Elemental Command (Earth),legendary,"The Ring of Elemental Command (earth) is linked to the Elemental Plane of Earth. Every Ring of Elemental Command has the following two properties: Elemental Bane. While wearing the ring, you have Advantage on attack rolls against Elementals and they have Disadvantage on attack rolls against you.",,ring,,,true,,,,,,,
ring_of_elemental_command_fire,Ring of Elemental Command (Fire),legendary,"The Ring of Elemental Command (fire) is linked to the Elemental Plane of Fire. Every Ring of Elemental Command has the following two properties: Elemental Bane. While wearing the ring, you have Advantage on attack rolls against Elementals and they have Disadvantage on attack rolls against you.",,ring,,,true,,,,,,,
ring_of_elemental_command_water,Ring of Elemental Command (Water),legendary,"The Ring of Elemental Command (water) is linked to the Elemental Plane of Water. Every Ring of Elemental Command has the following two properties: Elemental Bane. While wearing the ring, you have Advantage on attack rolls against Elementals and they have Disadvantage on attack rolls against you.",,ring,,,true,,,,,,,
ring_of_evasion,Ring of Evasion,rare,"This ring has 3 charges, and it regains 1d3 expended charges daily at dawn. When you fail a Dexterity saving throw while wearing the ring, you can take a Reaction to expend 1 charge to succeed on that save instead.",,ring,,,true,,,,,,,
ring_of_feather_falling,Ring of Feather Falling,rare,"When you fall while wearing this ring, you descend 60 feet per round and take no damage from falling.",,ring,,,true,,,,,,,
ring_of_fire_resistance,Ring of Fire Resistance,rare,You have Resistance to Fire damage while wearing this ring. The ring is set with garnet.,,ring,,,,,,,,,,
ring_of_force_resistance,Ring of Force Resistance,rare,You have Resistance to Force damage while wearing this ring. The ring is set with sapphire.,,ring,,,,,,,,,,
ring_of_free_action,Ring of Free Action,rare,"While you wear this ring, Difficult Terrain doesn't cost you extra movement. In addition, magic can neither reduce any of your Speeds nor cause you to have the Paralyzed or Restrained condition.",,ring,,,true,,,,,,,
ring_of_invisibility,Ring of Invisibility,legendary,"While wearing this ring, you can take a Magic action to give yourself the Invisible condition. You remain Invisible until the ring is removed or until you take a Bonus Action to become visible again.",,ring,,,true,,,,,,,
ring_of_jumping,Ring of Jumping,uncommon,"While wearing this ring, you can cast Jump from it, but can target only yourself when you do so.",,ring,,,true,,,,,,,
ring_of_lightning_resistance,Ring of Lightning Resistance,rare,You have Resistance to Lightning damage while wearing this ring. The ring is set with citrine.,,ring,,,,,,,,,,
ring_of_mind_shielding,Ring of Mind Shielding,uncommon,"While wearing this ring, you are immune to magic that allows other creatures to read your thoughts, determine whether you are lying, know your alignment, or know your creature type. Creatures can telepathically communicate with you only if you allow it. You can take a Magic action to cause the ring to become imperceptible until you take another Magic action to make it perceptible, until you remove the ring, or until you die.",,ring,,,true,,,,,,,
ring_of_necrotic_resistance,Ring of Necrotic Resistance,rare,You have Resistance to Necrotic damage while wearing this ring. The ring is set with jet.,,ring,,,,,,,,,,
ring_of_poison_resistance,Ring of Poison Resistance,rare,You have Resistance to Poison damage while wearing this ring. The ring is set with amethyst.,,ring,,,,,,,,,,
ring_of_protection,Ring of Protection,rare,You gain a +1 bonus to Armor Class and saving throws while wearing this ring.,,ring,,,true,,,,,,,
ring_of_psychic_resistance,Ring of Psychic Resistance,rare,You have Resistance to Psychic damage while wearing this ring. The ring is set with jade.,,ring,,,,,,,,,,
ring_of_radiant_resistance,Ring of Radiant Resistance,rare,You have Resistance to Radiant damage while wearing this ring. The ring is set with topaz.,,ring,,,,,,,,,,
ring_of_regeneration,Ring of Regeneration,very_rare,"While wearing this ring, you regain 1d6 Hit Points every 10 minutes if you have at least 1 Hit Point. If you lose a body part, the ring causes the missing part to regrow and return to full functionality after 1d6 + 1 days if you have at least 1 Hit Point the whole time.",,ring,,,true,,,,,,,
ring_of_resistance,Ring of Resistance,rare,"You have Resistance to one damage type while wearing this ring. The gemstone in the ring indicates the type, which the DM chooses or determines randomly by rolling on the following table.",,ring,,,,,,,,,,
ring_of_shooting_stars,Ring of Shooting Stars,very_rare,You can cast Dancing Lights or Light from the ring. The ring has 6 charges and regains 1d6 expended charges daily at dawn. You can expend its charges to use the properties below.,,ring,,,true,,,,,,,
ring_of_spell_storing,Ring of Spell Storing,rare,"This ring stores spells cast into it, holding them until the attuned wearer uses them. The ring can store up to 5 levels worth of spells at a time. When found, it contains 1d6 - 1 levels of stored spells chosen by the DM.",,ring,,,true,,,,,,,
ring_of_spell_turning,Ring of Spell Turning,legendary,"While wearing this ring, you have Advantage on saving throws against spells. If you succeed on the save for a spell of level 7 or lower, the spell has no effect on you. If that spell targeted only you and didn't create an area of effect, you can take a Reaction to deflect the spell back at the spell's caster; the caster must make a saving throw against the spell using their own spell save DC.",,ring,,,true,,,,,,,
ring_of_swimming,Ring of Swimming,uncommon,You have a Swim Speed of 40 feet while wearing this ring.,,ring,,,,,,,,,,
ring_of_telekinesis,Ring of Telekinesis,very_rare,"While wearing this ring, you can cast Telekinesis from it.",,ring,,,true,,,,,,,
ring_of_three_wishes,Ring of Three Wishes,legendary,"While wearing this ring, you can expend 1 of its 3 charges to cast Wish from it. The ring becomes nonmagical when you use the last charge.",,ring,,,,,,,,,,
ring_of_thunder_resistance,Ring of Thunder Resistance,rare,You have Resistance to Thunder damage while wearing this ring. The ring is set with spinel.,,ring,,,,,,,,,,
ring_of_warmth,Ring of Warmth,uncommon,"If you take Cold damage while wearing this ring, the ring reduces the damage you take by 2d8. In addition, while wearing this ring, you and everything you wear and carry are unharmed by temperatures of 0 degrees Fahrenheit or lower.",,ring,,,true,,,,,,,
ring_of_water_walking,Ring of Water Walking,uncommon,"While wearing this ring, you cast Water Walk from it, targeting only yourself.",,ring,,,,,,,,,,
ring_of_x_ray_vision,Ring of X-ray Vision,rare,"While wearing this ring, you can take a Magic action to gain X-ray vision with a range of 30 feet for 1 minute. To you, solid objects within that radius appear transparent and don't prevent light from passing through them. The vision can penetrate 1 foot of stone, 1 inch of common metal, or up to 3 feet of wood or dirt.",,ring,,,true,,,,,,,
ring_of_the_ram,Ring of the Ram,rare,"This ring has 3 charges and regains 1d3 expended charges daily at dawn. While wearing the ring, you can take a Magic action to expend 1 to 3 charges to make a ranged spell attack against one creature you can see within 60 feet of yourself. The ring produces a spectral ram's head and makes its attack roll with a +7 bonus.",,ring,,,true,,,,,,,
rival_coin,Rival Coin,common,"This gold coin has a creature embossed on each side. The two depicted creatures must be famous rivals or enemies of each other. For example, a Rival Coin might show Iggwilv on one side and Mordenkainen on the other, or Venger on one side and Tiamat on the other.",,wondrous_item,,,,,,,,,,
robe,Robe,common,A Robe has vocational or ceremonial significance. Some events and locations admit only people wearing a Robe bearing certain colors or symbols.,1gp,adventuring_gear,,,,,4,,,,,
robe_of_eyes,Robe of Eyes,rare,"This robe is adorned with eyelike patterns. While you wear the robe, you gain the following benefits: All-Around Vision. The robe gives you Advantage on Wisdom (Perception) checks that rely on sight.",,wondrous_item,,,true,,,,,,,
